success,cte,max_cte,smoothness,tortuosity,velocity,collision,steps,energy
True,0.012428111005165318,0.02212719906538765,0.05096672191642698,0.9991044136797574,0.9373144237544593,False,254,12.892581
True,0.011323883832267071,0.018549614762485598,0.05032128057724768,1.0015995140541414,0.9387148248906039,False,245,12.331758
True,0.014150344968941644,0.03369124186143943,0.07719007467788873,1.0043748061592934,0.9372255199680142,False,255,13.6744375
True,0.011364053165579492,0.030823644000351084,0.05685387953545774,1.000088758825559,0.9538541967576405,False,212,11.425353
True,0.011988317068334605,0.019065371653949528,0.056340825444958983,0.9975412610388865,0.9380154924414982,False,214,10.927145
True,0.014007666815553325,0.034062775661762475,0.07422140948957967,1.0034961362057242,0.9443369639547248,False,285,15.588218
True,0.0119435399559936,0.0333874645963093,0.06200778683018448,1.0001531430570672,0.9511533399258764,False,242,13.145262
True,0.012023660346465393,0.02218454751995869,0.07041659655684208,1.0015807399825178,0.9364268497811804,False,278,14.226104
True,0.012772971299747127,0.022656018555026348,0.060733083671272156,0.9993450616426806,0.936271902024746,False,200,10.229496
True,0.011836867461629987,0.032143103159121576,0.19502713098735133,0.9737776307665282,0.9533291637897492,False,50,3.2031755
True,0.010299995377534324,0.022222697697204374,0.05752873607510967,1.000920686236997,0.9552146435722592,False,254,13.474908
True,0.012279955236425645,0.025079578467157738,0.05446648327464946,1.001008035499997,0.9373887989204377,False,256,13.011575
True,0.011962693577903017,0.01875839414598736,0.0685899273529904,0.9979675549178406,0.9372969285330989,False,220,11.456611
True,0.013674113022963468,0.03317625761092504,0.07899574462763449,1.0001972571502842,0.9377631915059496,False,235,12.560144
True,0.014034781696405076,0.03002549771918931,0.07976893293221615,1.0021374266529186,0.9388552107687654,False,232,12.532977
True,0.009003243327758521,0.017399243522341328,0.04962612701526694,0.9971171764095071,0.9555907294435321,False,265,13.740547
True,0.012624076534420959,0.023299428278158164,0.05857833302982175,1.0022043723308205,0.9364374948842493,False,221,11.311067
True,0.013775203073860489,0.0302867461300902,0.072552100119738,1.0039171249226986,0.9360492747250221,False,278,14.746374
True,0.010344125066338982,0.03405719736771371,0.059362731531518165,1.0003683767301996,0.9572057810094622,False,270,14.654081
True,0.012732012983978594,0.018707748727288167,0.06906294324432381,0.9993877830907089,0.9347598691157967,False,247,12.699833
True,0.010802396038935772,0.026561634040165035,0.056245154998128474,1.0001415637506959,0.9549333429650256,False,228,12.267421
True,0.01138749424678696,0.01887874182064094,0.05287293748313779,0.9996047611402652,0.9380370836787754,False,225,11.363364
True,0.016241236287816933,0.07220148337151372,0.08355591544181987,1.0052950017911075,0.9267576932907104,False,258,14.06474
True,0.013009194315298372,0.01843114327562636,0.052124892135801286,1.0024391874113605,0.9367678041865186,False,246,12.570877
True,0.012417940744590067,0.020930293963632846,0.05174520588059784,0.9990920899645199,0.9398465427259605,False,240,12.276237
